Update,Episode,Step,dy,dx,vy,thrust,pitch,reward
1,1,242,3.35,-4.41,-0.00,0.31,-0.01,-0.014
1,1,243,3.36,-4.41,-0.00,0.25,0.39,-0.014
1,1,244,3.35,-4.41,-0.00,0.17,0.57,-0.014
1,1,245,3.35,-4.41,-0.00,0.40,0.65,-0.014
1,1,246,3.35,-4.41,-0.00,0.17,0.34,-0.014
1,1,247,3.35,-4.41,-0.00,0.32,0.06,-0.014
1,1,248,3.35,-4.41,-0.00,0.36,0.04,-0.014
1,1,249,3.35,-4.41,-0.00,0.53,0.16,-0.014
1,1,250,3.35,-4.41,-0.00,0.41,0.09,-0.014
1,1,251,3.35,-4.41,-0.00,0.17,0.08,-0.014
1,1,252,3.35,-4.41,-0.00,0.27,-0.05,-0.014
1,1,253,3.35,-4.41,-0.00,0.31,-0.44,-0.014
1,1,254,3.35,-4.41,-0.00,0.30,-0.40,-0.014
1,1,255,3.35,-4.41,-0.00,0.30,0.11,-0.014
1,1,256,3.35,-4.41,-0.00,0.19,-0.28,-0.014
1,1,257,3.35,-4.41,-0.00,0.14,0.46,-0.014
1,1,258,3.35,-4.41,-0.00,0.23,0.07,-0.014
1,1,259,3.35,-4.41,-0.00,0.29,-0.17,-0.014
1,1,260,3.35,-4.41,-0.00,0.11,-0.09,-0.014
1,1,261,3.35,-4.41,-0.00,0.22,0.61,-0.014
1,1,262,3.35,-4.41,-0.00,0.32,-0.25,-0.014
1,1,263,3.35,-4.41,-0.00,0.36,0.46,-0.014
1,1,264,3.35,-4.41,-0.00,0.29,0.35,-0.014
1,1,265,3.35,-4.41,-0.00,0.28,-0.13,-0.014
1,1,266,3.35,-4.41,-0.00,0.15,0.54,-0.014
1,1,267,3.35,-4.41,-0.00,0.43,0.31,-0.014
1,1,268,3.35,-4.41,-0.00,0.50,0.34,-0.014
1,1,269,3.35,-4.41,-0.00,0.26,-0.13,-0.014
1,1,270,3.35,-4.41,-0.00,0.20,-0.25,-0.014
1,1,271,3.35,-4.41,-0.00,0.31,0.06,-0.014
1,1,272,3.35,-4.41,-0.00,0.20,0.04,-0.014
1,1,273,3.35,-4.41,-0.00,0.25,0.10,-0.014
1,1,274,3.35,-4.41,-0.00,0.25,-0.56,-0.014
1,1,275,3.35,-4.41,-0.00,0.33,0.24,-0.014
1,1,276,3.35,-4.41,-0.00,0.10,0.07,-0.014
1,1,277,3.35,-4.41,-0.00,0.20,0.06,-0.014
1,1,278,3.35,-4.41,-0.00,0.37,-0.42,-0.014
1,1,279,3.35,-4.41,-0.00,0.26,0.29,-0.014
1,1,280,3.35,-4.41,-0.00,0.18,0.44,-0.014
1,1,281,3.35,-4.41,-0.00,0.39,-0.15,-0.014
1,1,282,3.35,-4.41,-0.00,0.39,0.17,-0.014
1,1,283,3.35,-4.41,-0.00,0.16,-0.43,-0.014
1,1,284,3.35,-4.41,-0.00,0.57,0.56,-0.014
1,1,285,3.35,-4.41,-0.00,0.32,0.40,-0.014
1,1,286,3.35,-4.41,-0.00,0.24,0.58,-0.014
1,1,287,3.35,-4.41,-0.00,0.10,-0.59,-0.014
1,1,288,3.35,-4.41,-0.00,0.37,0.22,-0.014
1,1,289,3.35,-4.41,-0.00,0.45,0.31,-0.014
1,1,290,3.36,-4.41,-0.00,0.48,0.03,-0.014
1,1,291,3.35,-4.41,-0.00,0.13,0.53,-0.014
1,1,292,3.35,-4.41,-0.00,0.37,0.08,-0.014
1,1,293,3.35,-4.41,-0.00,0.11,-0.50,-0.014
1,1,294,3.35,-4.41,-0.00,0.30,-0.25,-0.014
1,1,295,3.35,-4.41,-0.00,0.27,0.05,-0.014
1,1,296,3.35,-4.41,-0.00,0.24,0.54,-0.014
1,1,297,3.35,-4.41,-0.00,0.15,-0.26,-0.014
1,1,298,3.35,-4.41,-0.00,0.14,0.40,-0.014
1,1,299,3.35,-4.41,-0.00,0.33,0.08,-0.014
1,1,300,3.35,-4.41,-0.00,0.28,-0.06,-0.014
1,1,301,3.35,-4.41,-0.00,0.41,0.23,-0.014
1,1,302,3.35,-4.41,-0.00,0.07,0.20,-0.014
1,1,303,3.35,-4.41,-0.00,0.11,0.42,-0.014
1,1,304,3.35,-4.41,-0.00,0.19,-0.10,-0.014
1,1,305,3.35,-4.41,-0.00,0.49,-0.07,-0.014
1,1,306,3.35,-4.41,-0.00,0.13,-0.01,-0.014
1,1,307,3.35,-4.41,-0.00,0.61,0.37,-0.014
1,1,308,3.35,-4.41,-0.00,0.49,0.54,-0.014
1,1,309,3.35,-4.41,-0.00,0.32,0.28,-0.014
1,1,310,3.35,-4.41,-0.00,0.15,0.45,-0.014
1,1,311,3.35,-4.41,-0.00,0.19,-0.13,-0.014
1,1,312,3.35,-4.41,-0.00,0.44,-0.25,-0.014
1,1,313,3.35,-4.41,-0.00,0.48,-0.46,-0.014
1,1,314,3.35,-4.41,-0.00,0.43,-0.14,-0.014
1,1,315,3.35,-4.41,-0.00,0.20,0.12,-0.014
1,1,316,3.35,-4.41,-0.00,0.31,0.54,-0.014
1,1,317,3.35,-4.41,-0.00,0.11,0.32,-0.014
1,1,318,3.35,-4.41,-0.00,0.42,-0.08,-0.014
1,1,319,3.35,-4.41,-0.00,0.16,0.73,-0.014
1,1,320,3.35,-4.41,-0.00,0.15,0.32,-0.014
1,1,321,3.35,-4.41,-0.00,0.23,-0.31,-0.014
1,1,322,3.35,-4.41,-0.00,0.33,0.64,-0.014
1,1,323,3.35,-4.41,-0.00,0.34,0.12,-0.014
1,1,324,3.35,-4.41,-0.00,0.14,0.13,-0.014
1,1,325,3.35,-4.41,-0.00,0.21,0.19,-0.014
1,1,326,3.35,-4.41,-0.00,0.20,-0.05,-0.014
1,1,327,3.35,-4.41,-0.00,0.24,0.18,-0.014
1,1,328,3.35,-4.41,-0.00,0.18,0.17,-0.014
1,1,329,3.35,-4.41,-0.00,0.29,0.50,-0.014
1,1,330,3.35,-4.41,-0.00,0.24,-0.77,-0.014
1,1,331,3.35,-4.41,-0.00,0.26,0.04,-0.014
1,1,332,3.35,-4.41,-0.00,0.21,0.69,-0.014
1,1,333,3.35,-4.41,-0.00,0.24,0.50,-0.014
1,1,334,3.35,-4.41,-0.00,0.18,0.52,-0.014
1,1,335,3.35,-4.41,-0.00,0.35,0.56,-0.014
1,1,336,3.35,-4.41,-0.00,0.34,-0.17,-0.014
1,1,337,3.35,-4.41,-0.00,0.31,0.20,-0.014
1,1,338,3.35,-4.41,-0.00,0.60,0.24,-0.014
1,1,339,3.35,-4.41,-0.00,0.17,-0.31,-0.014
1,1,340,3.35,-4.41,-0.00,0.14,0.34,-0.014
1,1,341,3.35,-4.41,-0.00,0.10,-0.22,-0.014
1,1,342,3.35,-4.41,-0.00,0.41,0.12,-0.014
1,1,343,3.35,-4.41,-0.00,0.33,-0.30,-0.014
1,1,344,3.35,-4.41,-0.00,0.66,-0.15,-0.014
1,1,345,3.35,-4.41,-0.00,0.29,0.04,-0.014
1,1,346,3.35,-4.41,-0.00,0.15,0.17,-0.014
1,1,347,3.35,-4.41,-0.00,0.24,-0.16,-0.014
1,1,348,3.35,-4.41,-0.00,0.25,-0.26,-0.014
1,1,349,3.35,-4.41,-0.00,0.21,-0.35,-0.014
1,1,350,3.35,-4.41,-0.00,0.23,-0.30,-0.014
1,1,351,3.35,-4.41,-0.00,0.21,0.40,-0.014
1,1,352,3.35,-4.41,-0.00,0.21,-0.12,-0.014
1,1,353,3.35,-4.41,-0.00,0.20,-0.12,-0.014
1,1,354,3.35,-4.41,-0.00,0.11,0.04,-0.014
1,1,355,3.35,-4.41,-0.00,0.20,0.24,-0.014
1,1,356,3.35,-4.41,-0.00,0.16,0.31,-0.014
1,1,357,3.35,-4.41,-0.00,0.40,-0.18,-0.014
1,1,358,3.35,-4.41,-0.00,0.34,-0.17,-0.014
1,1,359,3.35,-4.41,-0.00,0.26,0.24,-0.014
1,1,360,3.35,-4.41,-0.00,0.16,-0.08,-0.014
1,1,361,3.35,-4.41,-0.00,0.34,-0.37,-0.014
1,1,362,3.35,-4.41,-0.00,0.18,0.06,-0.014
1,1,363,3.35,-4.41,-0.00,0.54,0.21,-0.014
1,1,364,3.35,-4.41,-0.00,0.28,0.35,-0.014
1,1,365,3.35,-4.41,-0.00,0.13,0.31,-0.014
1,1,366,3.35,-4.41,-0.00,0.34,0.01,-0.014
1,1,367,3.35,-4.41,-0.00,0.11,-0.51,-0.014
1,1,368,3.35,-4.41,-0.00,0.27,-0.16,-0.014
1,1,369,3.35,-4.41,-0.00,0.54,-0.14,-0.014
1,1,370,3.35,-4.41,-0.00,0.14,-0.12,-0.014
1,1,371,3.36,-4.41,-0.00,0.15,-0.13,-0.014
1,1,372,3.35,-4.41,-0.00,0.58,0.35,-0.014
1,1,373,3.35,-4.41,-0.00,0.27,-0.23,-0.014
1,1,374,3.35,-4.41,-0.00,0.23,0.12,-0.014
1,1,375,3.35,-4.41,-0.00,0.41,0.08,-0.014
1,1,376,3.35,-4.41,-0.00,0.09,0.13,-0.014
1,1,377,3.35,-4.41,-0.00,0.19,0.48,-0.014
1,1,378,3.35,-4.41,-0.00,0.30,0.27,-0.014
1,1,379,3.35,-4.41,-0.00,0.18,-0.01,-0.014
1,1,380,3.35,-4.41,-0.00,0.36,-0.12,-0.014
1,1,381,3.35,-4.41,-0.00,0.31,0.56,-0.014
1,1,382,3.35,-4.41,-0.00,0.47,-0.28,-0.014
1,1,383,3.35,-4.41,-0.00,0.07,-0.28,-0.014
1,1,384,3.35,-4.41,-0.00,0.06,0.29,-0.014
1,1,385,3.35,-4.41,-0.00,0.44,0.17,-0.014
1,1,386,3.35,-4.41,-0.00,0.06,0.56,-0.014
1,1,387,3.35,-4.41,-0.00,0.20,0.32,-0.014
1,1,388,3.35,-4.41,-0.00,0.15,0.46,-0.014
1,1,389,3.35,-4.41,-0.00,0.10,0.21,-0.014
1,1,390,3.36,-4.41,-0.00,0.27,0.29,-0.014
1,1,391,3.35,-4.41,-0.00,0.20,0.29,-0.014
1,1,392,3.35,-4.41,-0.00,0.15,0.14,-0.014
1,1,393,3.35,-4.41,-0.00,0.29,0.69,-0.014
1,1,394,3.35,-4.41,-0.00,0.42,-0.61,-0.014
1,1,395,3.35,-4.41,-0.00,0.37,-0.08,-0.014
1,1,396,3.35,-4.41,-0.00,0.25,-0.17,-0.014
1,1,397,3.35,-4.41,-0.00,0.16,-0.00,-0.014
1,1,398,3.35,-4.41,-0.00,0.24,-0.11,-0.014
1,1,399,3.35,-4.41,-0.00,0.60,0.08,-0.014
1,1,400,3.35,-4.41,-0.00,0.12,-0.32,-0.014
1,1,401,3.35,-4.41,-0.00,0.14,0.65,-0.014
1,1,402,3.35,-4.41,-0.00,0.62,-0.78,-0.014
1,1,403,3.35,-4.41,-0.00,0.51,0.28,-0.014
1,1,404,3.35,-4.41,-0.00,0.18,0.71,-0.014
1,1,405,3.35,-4.41,-0.00,0.23,0.50,-0.014
1,1,406,3.35,-4.41,-0.00,0.14,0.07,-0.014
1,1,407,3.35,-4.41,-0.00,0.34,-0.25,-0.014
1,1,408,3.35,-4.41,-0.00,0.10,0.63,-0.014
1,1,409,3.35,-4.41,-0.00,0.18,0.49,-0.014
1,1,410,3.35,-4.41,-0.00,0.29,0.31,-0.014
1,1,411,3.35,-4.41,-0.00,0.53,-0.10,-0.014
1,1,412,3.35,-4.41,-0.00,0.13,0.41,-0.014
1,1,413,3.35,-4.41,-0.00,0.44,0.39,-0.014
1,1,414,3.35,-4.41,-0.00,0.18,0.42,-0.014
1,1,415,3.35,-4.41,-0.00,0.15,0.52,-0.014
1,1,416,3.35,-4.41,-0.00,0.10,0.13,-0.014
1,1,417,3.35,-4.41,-0.00,0.26,-0.25,-0.014
1,1,418,3.35,-4.41,-0.00,0.38,0.18,-0.014
1,1,419,3.35,-4.41,-0.00,0.21,0.69,-0.014
1,1,420,3.35,-4.41,-0.00,0.28,0.42,-0.014
1,1,421,3.35,-4.41,-0.00,0.24,0.45,-0.014
1,1,422,3.35,-4.41,-0.00,0.10,-0.05,-0.014
1,1,423,3.35,-4.41,-0.00,0.16,0.70,-0.014
1,1,424,3.35,-4.41,-0.00,0.25,-0.14,-0.014
1,1,425,3.35,-4.41,-0.00,0.14,-0.63,-0.014
1,1,426,3.35,-4.41,-0.00,0.25,0.53,-0.014
1,1,427,3.35,-4.41,-0.00,0.10,0.47,-0.014
1,1,428,3.35,-4.41,-0.00,0.24,0.33,-0.014
1,1,429,3.35,-4.41,-0.00,0.11,0.46,-0.014
1,1,430,3.35,-4.41,-0.00,0.21,0.71,-0.014
1,1,431,3.35,-4.41,-0.00,0.23,-0.38,-0.014
1,1,432,3.35,-4.41,-0.00,0.39,0.24,-0.014
1,1,433,3.35,-4.41,-0.00,0.23,-0.12,-0.014
1,1,434,3.35,-4.41,-0.00,0.41,0.08,-0.014
1,1,435,3.35,-4.41,-0.00,0.21,0.55,-0.014
1,1,436,3.35,-4.41,-0.00,0.10,-0.24,-0.014
1,1,437,3.35,-4.41,-0.00,0.47,-0.34,-0.014
1,1,438,3.35,-4.41,-0.00,0.26,0.48,-0.014
1,1,439,3.35,-4.41,-0.00,0.17,0.10,-0.014
1,1,440,3.35,-4.41,-0.00,0.13,0.15,-0.014
1,1,441,3.35,-4.41,-0.00,0.33,0.34,-0.014
1,1,442,3.35,-4.41,-0.00,0.14,-0.64,-0.014
1,1,443,3.35,-4.41,-0.00,0.41,-0.09,-0.014
1,1,444,3.35,-4.41,-0.00,0.18,0.19,-0.014
1,1,445,3.35,-4.41,-0.00,0.43,0.73,-0.014
1,1,446,3.35,-4.41,-0.00,0.28,0.58,-0.014
1,1,447,3.35,-4.41,-0.00,0.30,0.76,-0.014
1,1,448,3.35,-4.41,-0.00,0.09,0.27,-0.014
1,1,449,3.35,-4.41,-0.00,0.28,0.31,-0.014
1,1,450,3.35,-4.41,-0.00,0.30,-0.27,-0.014
1,1,451,3.35,-4.41,-0.00,0.40,0.46,-0.014
1,1,452,3.35,-4.41,-0.00,0.08,0.14,-0.014
1,1,453,3.35,-4.41,-0.00,0.38,0.55,-0.014
1,1,454,3.35,-4.41,-0.00,0.43,0.47,-0.014
1,1,455,3.35,-4.41,-0.00,0.50,0.89,-0.014
1,1,456,3.35,-4.41,-0.00,0.21,-0.35,-0.014
1,1,457,3.35,-4.41,-0.00,0.17,-0.47,-0.014
1,1,458,3.35,-4.41,-0.00,0.18,0.06,-0.014
1,1,459,3.35,-4.41,-0.00,0.13,0.54,-0.014
1,1,460,3.35,-4.41,-0.00,0.19,-0.40,-0.014
1,1,461,3.35,-4.41,-0.00,0.12,0.24,-0.014
1,1,462,3.36,-4.41,-0.00,0.28,0.56,-0.014
1,1,463,3.35,-4.41,-0.00,0.42,0.10,-0.014
1,1,464,3.35,-4.41,-0.00,0.19,-0.08,-0.014
1,1,465,3.35,-4.41,-0.00,0.33,0.15,-0.014
1,1,466,3.35,-4.41,-0.00,0.31,-0.20,-0.014
1,1,467,3.35,-4.41,-0.00,0.20,-0.03,-0.014
1,1,468,3.35,-4.41,-0.00,0.30,0.36,-0.014
1,1,469,3.35,-4.41,-0.00,0.13,0.09,-0.014
1,1,470,3.35,-4.41,-0.00,0.28,0.05,-0.014
1,1,471,3.35,-4.41,-0.00,0.27,0.55,-0.014
1,1,472,3.35,-4.41,-0.00,0.52,0.05,-0.014
1,1,473,3.35,-4.41,-0.00,0.21,0.27,-0.014
1,1,474,3.35,-4.41,-0.00,0.27,-0.17,-0.014
1,1,475,3.35,-4.41,-0.00,0.12,0.05,-0.014
1,1,476,3.35,-4.41,-0.00,0.43,0.12,-0.014
1,1,477,3.35,-4.41,-0.00,0.41,-0.19,-0.014
1,1,478,3.35,-4.41,-0.00,0.31,-0.13,-0.014
1,1,479,3.35,-4.41,-0.00,0.18,-0.01,-0.014
1,1,480,3.35,-4.41,-0.00,0.09,0.06,-0.014
1,1,481,3.35,-4.41,-0.00,0.20,0.05,-0.014
1,1,482,3.35,-4.41,-0.00,0.50,0.48,-0.014
1,1,483,3.35,-4.41,-0.00,0.50,0.49,-0.014
1,1,484,3.35,-4.41,-0.00,0.30,0.69,-0.014
1,1,485,3.35,-4.41,-0.00,0.19,0.41,-0.014
1,1,486,3.35,-4.41,-0.00,0.40,-0.54,-0.014
1,1,487,3.35,-4.41,-0.00,0.14,0.12,-0.014
1,1,488,3.35,-4.41,-0.00,0.21,-0.53,-0.014
1,1,489,3.35,-4.41,-0.00,0.43,-0.28,-0.014
1,1,490,3.35,-4.41,-0.00,0.53,-0.15,-0.014
1,1,491,3.35,-4.41,-0.00,0.12,0.20,-0.014
1,1,492,3.35,-4.41,-0.00,0.28,0.31,-0.014
1,1,493,3.35,-4.41,-0.00,0.07,0.33,-0.014
1,1,494,3.35,-4.41,-0.00,0.32,0.83,-0.014
1,1,495,3.35,-4.41,-0.00,0.39,0.26,-0.014
1,1,496,3.35,-4.41,-0.00,0.40,0.00,-0.014
1,1,497,3.35,-4.41,-0.00,0.28,0.22,-0.014
1,1,498,3.35,-4.41,-0.00,0.27,-0.51,-0.014
1,1,499,3.35,-4.41,-0.00,0.18,0.59,-0.014
1,1,500,3.35,-4.41,-0.00,0.40,0.04,-0.014
1,1,501,3.35,-4.41,-0.00,0.28,0.01,-0.014
1,1,502,3.35,-4.41,-0.00,0.15,-0.24,-0.014
1,1,503,3.35,-4.41,-0.00,0.42,0.33,-0.014
1,1,504,3.35,-4.41,-0.00,0.23,-0.14,-0.014
1,1,505,3.35,-4.41,-0.00,0.26,0.03,-0.014
1,1,506,3.35,-4.41,-0.00,0.16,-0.34,-0.014
1,1,507,3.35,-4.41,-0.00,0.10,-0.14,-0.014
1,1,508,3.35,-4.41,-0.00,0.21,-0.03,-0.014
1,1,509,3.35,-4.41,-0.00,0.20,0.30,-0.014
1,1,510,3.35,-4.41,-0.00,0.22,0.11,-0.014
1,1,511,3.35,-4.41,-0.00,0.25,0.06,-0.014
1,1,512,3.35,-4.41,-0.00,0.51,0.11,-0.014
1,1,513,3.35,-4.41,-0.00,0.17,0.52,-0.014
1,1,514,3.35,-4.41,-0.00,0.17,-0.13,-0.014
1,1,515,3.35,-4.41,-0.00,0.20,-0.05,-0.014
1,1,516,3.35,-4.41,-0.00,0.35,0.77,-0.014
1,1,517,3.35,-4.41,-0.00,0.40,-0.26,-0.014
1,1,518,3.35,-4.41,-0.00,0.15,0.35,-0.014
1,1,519,3.35,-4.41,-0.00,0.14,-0.07,-0.014
1,1,520,3.35,-4.41,-0.00,0.09,0.27,-0.014
1,1,521,3.35,-4.41,-0.00,0.19,0.71,-0.014
1,1,522,3.35,-4.41,-0.00,0.14,0.28,-0.014
1,1,523,3.35,-4.41,-0.00,0.47,-0.15,-0.014
1,1,524,3.35,-4.41,-0.00,0.28,0.36,-0.014
1,1,525,3.35,-4.41,-0.00,0.36,0.58,-0.014
1,1,526,3.35,-4.41,-0.00,0.23,0.17,-0.014
1,1,527,3.35,-4.41,-0.00,0.24,-0.29,-0.014
1,1,528,3.35,-4.41,-0.00,0.20,0.32,-0.014
1,1,529,3.35,-4.41,-0.00,0.36,0.74,-0.014
1,1,530,3.35,-4.41,-0.00,0.53,0.31,-0.014
1,1,531,3.35,-4.41,-0.00,0.26,0.05,-0.014
1,1,532,3.35,-4.41,-0.00,0.44,-0.41,-0.014
1,1,533,3.35,-4.41,-0.00,0.59,0.24,-0.014
1,1,534,3.35,-4.41,-0.00,0.36,0.14,-0.014
1,1,535,3.35,-4.41,-0.00,0.23,-0.42,-0.014
1,1,536,3.35,-4.41,-0.00,0.55,-0.36,-0.014
1,1,537,3.35,-4.41,-0.00,0.16,0.47,-0.014
1,1,538,3.35,-4.41,-0.00,0.32,0.38,-0.014
1,1,539,3.35,-4.41,-0.00,0.33,-0.15,-0.014
1,1,540,3.35,-4.41,-0.00,0.44,-0.16,-0.014
1,1,541,3.35,-4.41,-0.00,0.35,0.69,-0.014
1,1,542,3.35,-4.41,-0.00,0.37,-0.50,-0.014
1,1,543,3.35,-4.41,-0.00,0.23,0.20,-0.014
1,1,544,3.35,-4.41,-0.00,0.38,0.24,-0.014
1,1,545,3.35,-4.41,-0.00,0.34,-0.03,-0.014
1,1,546,3.35,-4.41,-0.00,0.25,0.19,-0.014
1,1,547,3.35,-4.41,-0.00,0.40,-0.03,-0.014
1,1,548,3.35,-4.41,-0.00,0.20,-0.24,-0.014
1,1,549,3.35,-4.41,-0.00,0.32,-0.22,-0.014
1,1,550,3.35,-4.41,-0.00,0.25,0.21,-0.014
1,1,551,3.35,-4.41,-0.00,0.41,-0.06,-0.014
1,1,552,3.35,-4.41,-0.00,0.17,0.44,-0.014
1,1,553,3.35,-4.41,-0.00,0.26,0.14,-0.014
1,1,554,3.35,-4.41,-0.00,0.29,-0.16,-0.014
1,1,555,3.35,-4.41,-0.00,0.43,-0.12,-0.014
1,1,556,3.35,-4.41,-0.00,0.36,-0.65,-0.014
1,1,557,3.35,-4.41,-0.00,0.42,0.38,-0.014
1,1,558,3.35,-4.41,-0.00,0.54,-0.06,-0.014
1,1,559,3.35,-4.41,-0.00,0.49,0.25,-0.014
1,1,560,3.35,-4.41,-0.00,0.05,0.37,-0.014
1,1,561,3.35,-4.41,-0.00,0.25,0.33,-0.014
1,1,562,3.35,-4.41,-0.00,0.32,-0.30,-0.014
1,1,563,3.36,-4.41,-0.00,0.15,-0.05,-0.014
1,1,564,3.35,-4.41,-0.00,0.04,0.51,-0.014
1,1,565,3.35,-4.41,-0.00,0.05,0.18,-0.014
1,1,566,3.35,-4.41,-0.00,0.20,0.02,-0.014
1,1,567,3.35,-4.41,-0.00,0.18,0.62,-0.014
1,1,568,3.35,-4.41,-0.00,0.24,0.11,-0.014
1,1,569,3.35,-4.41,-0.00,0.11,0.21,-0.014
1,1,570,3.35,-4.41,-0.00,0.25,0.37,-0.014
1,1,571,3.35,-4.41,-0.00,0.07,0.22,-0.014
1,1,572,3.35,-4.41,-0.00,0.11,-0.65,-0.014
1,1,573,3.35,-4.41,-0.00,0.11,0.60,-0.014
1,1,574,3.35,-4.41,-0.00,0.23,0.51,-0.014
1,1,575,3.35,-4.41,-0.00,0.29,0.24,-6.014
1,2,576,12.05,4.47,-0.20,0.03,0.10,-0.021
1,2,577,12.04,4.47,-0.39,0.10,-0.51,-0.021
1,2,578,12.03,4.47,-0.58,0.08,-0.22,-0.021
1,2,579,12.01,4.47,-0.77,0.08,0.02,-0.021
1,2,580,11.99,4.47,-0.97,0.11,-0.18,-0.021
1,2,581,11.97,4.47,-1.16,0.19,-0.84,-0.021
1,2,582,11.94,4.47,-1.34,0.09,-0.13,-0.021
1,2,583,11.91,4.47,-1.54,0.06,0.22,-0.021
1,2,584,11.88,4.47,-1.73,0.08,-0.53,-0.021
1,2,585,11.84,4.47,-1.92,0.10,-0.52,-0.021
1,2,586,11.79,4.47,-2.11,0.06,-0.36,-0.022
1,2,587,11.75,4.47,-2.31,0.26,-0.68,-0.022
1,2,588,11.70,4.47,-2.49,0.05,-0.53,-0.022
1,2,589,11.65,4.47,-2.68,0.02,-0.23,-0.022
1,2,590,11.59,4.47,-2.88,0.13,-0.59,-0.022
1,2,591,11.53,4.47,-3.07,0.10,-0.40,-0.022
1,2,592,11.46,4.47,-3.26,0.07,-0.09,-0.022
1,2,593,11.39,4.47,-3.45,0.30,-0.48,-0.022
1,2,594,11.32,4.47,-3.63,0.13,-0.75,-0.022
1,2,595,11.24,4.47,-3.82,0.08,-0.73,-0.022
1,2,596,11.16,4.47,-4.01,0.17,-0.41,-0.022
1,2,597,11.08,4.47,-4.20,0.23,-0.73,-0.022
1,2,598,10.99,4.47,-4.39,0.08,-0.70,-0.022
1,2,599,10.90,4.47,-4.58,0.10,-0.58,-0.023
1,2,600,10.80,4.47,-4.77,0.07,0.17,-0.023
1,2,601,10.70,4.47,-4.96,0.12,-0.44,-0.023
1,2,602,10.60,4.47,-5.15,0.24,-0.60,-0.023
1,2,603,10.49,4.47,-5.34,0.06,-0.73,-0.023
1,2,604,10.38,4.47,-5.53,0.02,-0.69,-0.023
1,2,605,10.27,4.47,-5.73,0.23,0.12,-0.023
1,2,606,10.15,4.47,-5.91,0.16,-0.47,-0.023
1,2,607,10.03,4.47,-6.10,0.20,-0.78,-0.023
1,2,608,9.90,4.47,-6.29,0.27,-0.74,-0.023
1,2,609,9.77,4.47,-6.47,0.11,-0.22,-0.023
1,2,610,9.64,4.47,-6.66,0.11,-0.12,-0.024
1,2,611,9.50,4.47,-6.85,0.09,-0.59,-0.024
1,2,612,9.36,4.47,-7.04,0.20,-0.22,-0.024
1,2,613,9.22,4.47,-7.23,0.08,-0.44,-0.024
1,2,614,9.07,4.47,-7.42,0.30,-0.03,-0.024
1,2,615,8.92,4.47,-7.60,0.32,-0.03,-0.024
1,2,616,8.76,4.47,-7.78,0.10,-0.77,-0.024
1,2,617,8.60,4.47,-7.97,0.16,-0.75,-0.025
1,2,618,8.44,4.47,-8.16,0.05,-0.77,-0.025
1,2,619,8.27,4.47,-8.35,0.15,-0.04,-0.025
1,2,620,8.10,4.47,-8.54,0.26,-0.17,-0.025
1,2,621,7.93,4.47,-8.73,0.11,-0.63,-0.025
1,2,622,7.75,4.47,-8.92,0.21,-0.36,-0.025
1,2,623,7.57,4.47,-9.10,0.32,0.03,-0.026
1,2,624,7.38,4.46,-9.28,0.29,0.42,-0.026
1,2,625,7.19,4.46,-9.47,0.58,-0.71,-0.026
1,2,626,7.00,4.46,-9.63,0.22,-0.42,-0.026
1,2,627,6.80,4.46,-9.82,0.19,-0.16,-0.027
1,2,628,6.60,4.46,-10.00,0.22,-0.43,-0.027
1,2,629,6.40,4.46,-10.19,0.19,0.10,-0.027
1,2,630,6.19,4.46,-10.38,0.22,0.17,-0.028
1,2,631,5.98,4.46,-10.56,0.12,-0.34,-0.028
1,2,632,5.76,4.46,-10.75,0.54,-0.27,-0.028
1,2,633,5.54,4.46,-10.92,0.29,0.14,-0.029
1,2,634,5.32,4.46,-11.10,0.22,-0.66,-0.029
1,2,635,5.10,4.46,-11.29,0.26,0.19,-0.030
1,2,636,4.87,4.46,-11.47,0.61,0.09,-0.030
1,2,637,4.63,4.46,-11.64,0.10,0.26,-0.031
1,2,638,4.40,4.46,-11.83,0.19,0.02,-0.031
1,2,639,4.16,4.46,-12.02,0.38,0.54,-0.032
1,2,640,3.91,4.46,-12.19,0.23,-0.24,-0.033
1,2,641,3.67,4.46,-12.38,0.13,0.33,-0.020
1,2,642,3.56,4.46,0.11,0.48,-0.01,-0.020
1,2,643,3.56,4.46,0.02,0.33,-0.22,-0.020
1,2,644,3.56,4.46,0.02,0.26,-0.41,-0.020
1,2,645,3.56,4.46,0.01,0.66,-0.53,-0.019
1,2,646,3.56,4.46,0.01,0.27,-0.80,-0.019
1,2,647,3.56,4.46,-0.00,0.32,-0.77,-0.020
1,2,648,3.56,4.46,-0.01,0.20,-0.57,-0.020
1,2,649,3.56,4.46,-0.02,0.29,-0.68,-0.020
1,2,650,3.56,4.46,-0.03,0.61,-0.41,-0.020
1,2,651,3.56,4.46,-0.04,0.69,-0.18,-0.020
1,2,652,3.56,4.46,-0.05,0.05,-0.67,-0.020
1,2,653,3.55,4.46,-0.06,0.14,-0.35,-0.020
1,2,654,3.55,4.46,-0.07,0.22,0.13,-0.020
1,2,655,3.55,4.46,-0.08,0.22,-0.47,-0.021
1,2,656,3.55,4.46,-0.09,0.19,-0.20,-0.021
1,2,657,3.55,4.46,-0.10,0.64,-0.46,-0.021
1,2,658,3.55,4.47,-0.11,0.49,-0.35,-0.021
1,2,659,3.54,4.47,-0.12,0.19,-0.55,-0.021
1,2,660,3.54,4.47,-0.14,0.35,-0.23,-0.021
1,2,661,3.54,4.47,-0.15,0.64,-0.74,-0.021
